artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode,lyrics
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,4,,,1,309053,FALSE,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,FALSE,The Adults Are Talking,https://p.scdn.co/mp3-preview/7a97d8a0fc141fe8d187db7526af79297ee3835c?cid=5d531eb87ca340cb8e8e1faad7bed4fa,1,track,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://open.spotify.com/track/5ruzrDWcT0vuJIOMW7gMnW,The New Abnormal,F,major,F major,"They've been sayin' you're sophisticated They're complainin', overeducated You are saying all the words I'm dreaming Say it after me Say it after me They will blame us, crucify and shame us We can't help it if we are a problem We are tryin' hard to get your attention I'm climbin' up your wall Climbin' up your wall Don't go there 'cause you'll never return I know you think of me when you think of her But then it don't make sense when you're trying hard To do the right thing, but without recompense And then you did something wrong and you said it was great And now you don't know how you could ever complain Because you're all confused 'cause you want me to But then you want me to do it the same as you You were waitin' for the elevator You were sayin' all the words I'm dreaming No more askin', questions, or excuses The information's here Here and everywhere Don't go there 'cause you'll never return I know you think of me when you think of her But then it don’t make sense when you're trying hard To do the right thing but without recompense And then you did something wrong and you said it was great And now you don't know how you could ever complain Because you're all confused 'cause you want me to But then you want me to do it the same way as you, and but I don't, I don't want anything I know it's not, it's not your fault I don't want anyone As I do it's not for you Ah, ah-ah-ah-ah Ah-ah, ooh, ooh Stockholders Same shit, a different life I'll get it right sometime Oh, maybe not tonight Oh, maybe not tonight Oh, maybe not tonight Oh, maybe not tonight Oh, maybe not tonight Yeah boy, here we go And a one, and a two, and a three Here we go friends (Hold on, I can't) Maybe that's a kooky situation So let's go back to the old key, old tempo, everything"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN,4,,,1,222093,FALSE,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,FALSE,Selfless,https://p.scdn.co/mp3-preview/a2759cee237f2782e5179f5a937719f0ba414357?cid=5d531eb87ca340cb8e8e1faad7bed4fa,2,track,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://open.spotify.com/track/2t0wwvR15fc3K1ey8OiOaN,The New Abnormal,E,major,E major,"Can the dark side light my way out? Yeah, yeah Lay your hand across my face, yeah, yeah Time we lost, that's all my fault Please don’t be long, 'cause I want you now I don't have love without you around Life is too short, but I will live for you How did this fit in your story? Yeah-eah Why’d you let them judge your body? Yeah-eah I'll be waitin' there outside, yeah Please don't be long, 'cause I want your all I don't have fun without your love Life is too short, but I will live for you You're mucking off, but I will live for you, my selfless love Bite my tongue, I wait my turn I waited for a century Waste my breath, no lessons learned I turn and face the enemy I'm not scared, just don’t care I’m not listening, you hear? He's never there, but I don’t care I can't tell you what and where Yeah-eah Yeah-eah"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.628,0.571,0,-3.897,1,0.0628,0.00602,9.21e-5,0.0833,0.467,119.899,2mDYYGaGd9uXKkK2YhDA3i,https://api.spotify.com/v1/audio-analysis/2mDYYGaGd9uXKkK2YhDA3i,4,,,1,235946,FALSE,https://api.spotify.com/v1/tracks/2mDYYGaGd9uXKkK2YhDA3i,FALSE,Brooklyn Bridge To Chorus,https://p.scdn.co/mp3-preview/2299966b817b28165d5ad84b21f67e9e3ebe36e7?cid=5d531eb87ca340cb8e8e1faad7bed4fa,3,track,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,https://open.spotify.com/track/2mDYYGaGd9uXKkK2YhDA3i,The New Abnormal,C,major,C major,"One shot is never enough I just wait for us to go in circles A lifetime of giving my all for you (Hostile, give me a break Don't say it's in the bottle of air) And first, he would tell me I'm his friend Actually, no thanks, I'm okay And then he would send weird looks my way I want new friends, but they don't want me They're making plans while I watch TV Thought it was you, but maybe it's me I want new friends, but they don't want me And the '80s song, yeah, how did it go? When they said, ""This is the beginning of the best years"" Even though, false, break One shot is never enough I just wait for this to go into circles And the distance from my room, is anything so necessary? I was thinking about that thing that you said last night, so boring And the '80s bands? Oh, where did they go? Can we switch into the chorus right now? I want new friends, but they don't want me They have some fun, but then they just leave Is it just them? Or maybe all me? Why my new friends don't seem to want me Hurts my case, but that's okay It hurts my case, but that's okay We're dancing on a moonbeam On and on and on and on and on The deeper I get, the less that I know That's the way that it go The less that I know, the deeper I go Juliet, I adore The deeper I get, the less that I know Diminishing returns, oh Oh, that's how it goes All I wanna say On another song On another day On another song On another day On another song On another break"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/audio-analysis/55N8cxpE1QDoeaaNqUnoZ2,4,,,1,293360,FALSE,https://api.spotify.com/v1/tracks/55N8cxpE1QDoeaaNqUnoZ2,FALSE,Bad Decisions,https://p.scdn.co/mp3-preview/a475a4568d79892500e28de0ffc124b5ad881cf7?cid=5d531eb87ca340cb8e8e1faad7bed4fa,4,track,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,https://open.spotify.com/track/55N8cxpE1QDoeaaNqUnoZ2,The New Abnormal,C,major,C major,"Dropped down the lights, I’m sitting with you Moscow, 1972 Always singin' in my sleep I will leave it in my dreams Oh, makin' bad decisions Oh, makin' bad decisions Making bad decisions for you Yeah, makin' bad decisions Uh-oh, makin' bad decisions Makin' bad decisions for you Pick up your gun Put up those gloves Save us from harm Safe or alone Oh baby, I hang on everything you say I wanna write down every word But do me a favor when you come through When I look around, don't wanna see you I don't take advice from fools Never listenin' to you Oh, makin' bad decisions Oh, makin' bad decisions Making bad decisions with you Oh, makin' bad decisions Uh-oh, makin' bad decisions I'm makin' bad decisions with you Pick up your gun Put up those gloves Save us from harm Safe or alone You, you didn't listen to me But I, I didn't listen to you I waited so long listening for Something to join I'm makin' bad decisions Really, really bad decisions I'm makin' bad decisions On you, on you Yeah, yeah Yeah, yeah Ooh, ooh, ooh Ooh, ooh, ooh, ooh I'm not gonna give a lot of credit I don't know how to use, how 'Cause I can't, I can't I can't, can't make anymore"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy,4,,,1,375320,FALSE,https://api.spotify.com/v1/tracks/6IRzBP4gVoV4D2zHmocoWy,FALSE,Eternal Summer,https://p.scdn.co/mp3-preview/4b57aa4f2c021d5f406a3f0b91d34c92dfe13af2?cid=5d531eb87ca340cb8e8e1faad7bed4fa,5,track,spotify:track:6IRzBP4gVoV4D2zHmocoWy,https://open.spotify.com/track/6IRzBP4gVoV4D2zHmocoWy,The New Abnormal,G,minor,G minor,"This, and I never let it happen Hey, yeah, oh Hey, yeah, oh When I think of you It's always on my mind Is that story true? No one saves the day (Hey, yeah, oh) Don't you want the truth? Ignore reality See, I love that feeling too Nobody's gonna stop right now (Hey, yeah, oh) Summer is coming, won't go away Summer is coming, it's here to stay (Hey, yeah, oh) I can't believe it This is the eleventh hour Psychedelic Life is such a funny journey Hercules, your service is no longer needed It's just like make-believe (Hey, yeah, oh) They got the remedy But they won't let it happen Yeah, they got the remedy But they won't let it happen (Hey, yeah, oh) (Hey, yeah, oh) Now that you heard the truth All I need a friendly face I hate that feeling too But no one's unafraid (Hey, yeah, oh) Don't expect the truth This is a fantasy I fight that feeling too But nobody's gonna stop us now (Hey, yeah, oh) Summer is coming, won't go away Summer is coming, it's here to stay (Hey, yeah, oh) Lo and behold the salt of the city Pillars like time are fading away Symphony building up to a future Mystery to solve for somebody else (Hey, yeah, oh) I can't believe it Life is such a funny journey Psychedelic This is the eleventh hour Hercules, your service is no longer needed It's just like make-believe They got the remedy But they won't let it happen Yeah, they got the remedy But they won't let it happen Everybody's on the take Tell me, are you on the take too? Everybody's on the take Tell me, are you on the take too? (Hey, yeah, oh) (Hey, yeah, oh) (Hey, yeah, oh) Look up on the bright side I'm not gonna give it to ya Look at it on the bright side (Hey, yeah, oh) Look up on the bright side I'm not gonna give it to ya Look at it on the bright side (Hey, yeah, oh) Look up on the bright side I'm not gonna give it to ya Look at it on the bright side (Hey, yeah, oh) Look up on the bright side I'm not gonna give it to ya Look at it on the bright side (Hey, yeah, oh)"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,7lu6YLrlB1MU7HW8DJSuPa,https://api.spotify.com/v1/audio-analysis/7lu6YLrlB1MU7HW8DJSuPa,4,,,1,310373,FALSE,https://api.spotify.com/v1/tracks/7lu6YLrlB1MU7HW8DJSuPa,FALSE,At The Door,https://p.scdn.co/mp3-preview/88a26f50456c23f2164f856240828b969135a00e?cid=5d531eb87ca340cb8e8e1faad7bed4fa,6,track,spotify:track:7lu6YLrlB1MU7HW8DJSuPa,https://open.spotify.com/track/7lu6YLrlB1MU7HW8DJSuPa,The New Abnormal,A#,major,A# major,"I can't escape it I'm never gonna make it out of this in time I guess that's just fine I'm not there quite yet My thoughts, such a mess Like a little boy What you runnin' for? Arrive at the door Anyone home? Have I lost it all? Struck me like a chord I'm a lonely boy Holding out the knife Lonely afterlife You begged me not to go Sinkin' like a stone Use me like an oar And get yourself to shore A bang at the door Anyone home? That's just what they do Right in front of you Like a cannonball Slammin' through your wall In their face, I saw What they're fightin' for I can't escape it I'm never gonna make it 'til the end, I guess Struck me like a chord I'm a lonely boy Holding out the knife Lonely afterlife Bangin' on the door I don't wanna know Sinkin' like a stone So use me like an oar Hard to fight what I can't see Not tryna build no dynasty I can't see beyond this wall But we lost this game So many times before I've been on a cold road I'll be waiting, yeah I'll be waiting from the other side Waiting for the tide to rise I've been on a cold road I'll be waiting, yeah I'll be waiting from the other side Waiting for the tide to rise"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.579,0.714,0,-4.455,1,0.0347,0.00258,0.0269,0.111,0.299,109.971,1aOxOpH4AkGAd8OMrKjyNY,https://api.spotify.com/v1/audio-analysis/1aOxOpH4AkGAd8OMrKjyNY,4,,,1,275666,FALSE,https://api.spotify.com/v1/tracks/1aOxOpH4AkGAd8OMrKjyNY,FALSE,Why Are Sundays So Depressing,https://p.scdn.co/mp3-preview/af2aa9dba4f69ac35d641304ec09b1abb0dbcb74?cid=5d531eb87ca340cb8e8e1faad7bed4fa,7,track,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,https://open.spotify.com/track/1aOxOpH4AkGAd8OMrKjyNY,The New Abnormal,C,major,C major,"I sing a song, I paint a picture My baby's gone, but I don't miss her Like a swan, I don't miss swimming All my friends left, and they don't miss me Can't take it, babe Your body talks to me Like in a movie, babe I let it resonate, yeah I want your time (Time, time) Don't ask me questions (Questions, questions) That you don't want (Want, want) The answers to (To, to) I love you and I'm honest, so you know it's no lie You're hidin' in the background but you wanna be found You've got me on my back and now I've gotta think fast You're hidin' in the background but you wanna be found I take it easy, babe, I I get down, it's automatic, uh I've come to believin' that That too much time is evil I transition in I'm making your body wait Like on an aeroplane Please, baby, take me away, yeah I want your time (Time, time) Don't ask me questions (Questions, questions) That you don't want (Want, want) The answers to (To, to) I know I know I know I know I kinda miss the nine-to-five, yeah Do those things that you can't hide I scramble, fight just like a child Hey, nah, nah, nah, nah, nah, nah, nah, nah I'm staying hungry, I'm staying hungry I'm staying hungry, I'm staying hungry Not getting angry, I'm staying hungry Not getting angry, staying, staying hungry Yeah Hold on, hold on, hold The click was always in you Fab It was never on It was never on"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.353,0.613,9,-5.9,1,0.031,0.384,0.0123,0.103,0.282,177.375,5ncofiedz9Ej6YkvvXMKVn,https://api.spotify.com/v1/audio-analysis/5ncofiedz9Ej6YkvvXMKVn,4,,,1,337333,FALSE,https://api.spotify.com/v1/tracks/5ncofiedz9Ej6YkvvXMKVn,FALSE,Not The Same Anymore,https://p.scdn.co/mp3-preview/0fda27086cff6bdd2568bd1cac07d4a2994f258d?cid=5d531eb87ca340cb8e8e1faad7bed4fa,8,track,spotify:track:5ncofiedz9Ej6YkvvXMKVn,https://open.spotify.com/track/5ncofiedz9Ej6YkvvXMKVn,The New Abnormal,A,major,A major,"You're not the same anymore Don’t wanna play that game anymore You'd make a better window than a door Oh, the strangers, they implore It gets so easy to ignore Just like the girl next door Uncle's house, it was noon Sorry, boy, I can’t employ ya You are strange, but I like you Sorry, this is overdue I promised I would do it right Her and a boy on a Saturday night And now the door slams shut A child prisoner grows up To seek his enemy's throat cut (I'm on and on it, on and on and on it) We're on the way, fuel the jet Can see that what he wants, he gets What does your sworn enemy regret? I didn't know, I didn't care I don't even understand Did somethin' wrong, I wasn’t sure Stay on top of this, or else I was afraid, I fucked up Yeah, yeah, yeah I couldn’t change, it's too late And now it’s time to show up Late again, I can't grow up And now it's on me, they've given up Uncle’s house, I forget Violent tendencies I get Your timing sucks, she went overboard Don't forget, you are insured I didn't know, I wasn't sure Can't remember all that well I couldn't change, was too late Yeah, yeah, yeah"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,2xkZV2Hl1Omi8rk2D7t5lN,album,,2020-04-10,2020,day,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,1BLOVHYYlH4JUHQGcpt75R,https://api.spotify.com/v1/audio-analysis/1BLOVHYYlH4JUHQGcpt75R,4,,,1,351786,FALSE,https://api.spotify.com/v1/tracks/1BLOVHYYlH4JUHQGcpt75R,FALSE,Ode To The Mets,https://p.scdn.co/mp3-preview/e872bdc4a8d652744b6db561e6270d22034051dd?cid=5d531eb87ca340cb8e8e1faad7bed4fa,9,track,spotify:track:1BLOVHYYlH4JUHQGcpt75R,https://open.spotify.com/track/1BLOVHYYlH4JUHQGcpt75R,The New Abnormal,C#,minor,C# minor,"Up on his horse, up on his horse Not gonna wake up here anymore Listen one time, it's not the truth It's just a story I tell to you Easy to say, easy to do But it's not easy, well, maybe for you Hope that you find it, hope that it's good Hope that you read it, think that you should Cuts you some slack as he sits back Sizes you up, plans his attack Da-da-da Drums please, Fab And I got it all, I got it all Waitin' for me down on the street But now you gotta do somethin' special for me I'm gonna say what's on my mind Then I'll walk out, then I'll feel fine Yeah, I'm under his thumb, I'm on his back I will not show my teeth too quick I needed you there, I needed you there But I didn't know, I didn't know Go alone I'll go alone We'll go alone I'll go alone Back from his trip, he's at the door When he gets back, he's on the phone Innocent eye, innocent heart No, it's not wrong, but it's not right Innocent time, out on his own Not gonna do that, fuck, I'm out of control I was just bored, playin' the guitar Learned all your tricks, wasn't too hard It's the last one now, I can promise you that I'm gonna find out the truth when I get back Gone now are the old times Forgotten, time to hold on the railing The Rubik's Cube isn't solving for us Old friends, long forgotten The old ways at the bottom of The ocean now has swallowed The only thing that's left is us So pardon the silence that you're hearing It's turnin' into a deafening, painful, shameful roar"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,4WnkQO4xD9ljQooB3VIxCV,album,,2013-03-25,2013,day,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/audio-analysis/2ThdB23G9Rgf1ExndFGEEg,4,,,1,222360,FALSE,https://api.spotify.com/v1/tracks/2ThdB23G9Rgf1ExndFGEEg,FALSE,Tap Out,https://p.scdn.co/mp3-preview/58d9e161d7135fe930c68634f97a6cbb9b077e7a?cid=5d531eb87ca340cb8e8e1faad7bed4fa,1,track,spotify:track:2ThdB23G9Rgf1ExndFGEEg,https://open.spotify.com/track/2ThdB23G9Rgf1ExndFGEEg,Comedown Machine,A,major,A major,"They found our city under the water Gotta get my hands on something new You don't want to be without this Something isn't adding up Decide my past Define my life Don't ask questions 'Cause I don't know why Someone Didn't wanna know their name Drifting You don't wanna know what's going down Even though I really like your place Somehow, we don't have to know each other's name They found our city under the water I began to listen to your eyes You don't want to live without it Leaving others in a bind Decide my past Define my life Don't ask questions 'Cause I don't know why Someone Didn't wanna know their name Drifting You don't wanna know what's going down Even though I really like your place Somehow, we don't have to know each other's name Someone I didn't wanna know their name Drifting You don't wanna know what's going down Even though I really like your place Somehow, we don't have to know each other's name Decide my past Define my life Don't ask questions 'Cause I don't know why I don't listen And I don't speak Well, it's a talent But I don't know why"
